Movie_Title,Genre,Director,Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Language,Production_Company,Release_Month,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer
Today hard.,Drama,Elizabeth Mann,2023,264.133,4183.97,140.0,3.4,English,Sony Pictures,Sep,2.7,0.6,Hit,95
Red any.,Action,Ashley Williams,2002,174.251,413.942,168.0,7.28,Mandarin,Warner Bros,Mar,6.5,7.6,Hit,11
Cold help attack news.,Horror,Danielle Potter,2014,163.484,23.739,159.0,4.23,English,Warner Bros,Nov,3.3,0.8,Flop,16
Democrat fly.,Thriller,Caleb Barnes,2020,35.86,25.151,102.0,6.34,French,Lionsgate,Oct,5.6,,Flop,86
Cup draw class.,Romance,Marcus Chen,2018,76.599,112.591,111.0,7.15,Mandarin,Paramount,Jul,9.5,6.4,Hit,91
Paper parent course.,Thriller,Randall Howe,2001,143.294,135.569,157.0,3.69,Spanish,Disney,Oct,8.4,4.4,Flop,61
Traditional work.,Thriller,Nicholas Bates,2010,12.351,3343.51,108.0,6.63,Mandarin,Disney,Oct,0.3,2.3,Hit,49
Several pattern economic.,Romance,Mrs. Katie Boone DDS,2016,20.829,301.106,,2.53,Spanish,Lionsgate,Sep,3.1,3.4,Hit,30
Attack write.,Romance,Dr. Brianna Wilson DDS,1997,99.638,2.559,112.0,8.56,Spanish,Lionsgate,Aug,1.9,4.6,Flop,22
First affect send know.,Horror,Kayla Mcconnell,2015,180.731,295.221,130.0,2.64,English,Fox,Jun,8.1,1.6,Hit,56
Challenge push.,Drama,Michelle Wagner,1999,213.704,1274.05,143.0,8.88,German,Paramount,Jul,0.5,9.2,Flop,85
Improve race spend.,Romance,Dana Bryant,1990,290.905,271.426,140.0,3.7,English,Warner Bros,Sep,5.9,7.8,Flop,20
Son trial bad.,Action,Carmen Jackson,1992,104.64,187.306,96.0,9.93,German,New Line Cinema,Apr,5.5,6.1,Hit,26
Matter cut guess.,Thriller,Mr. Brian Tucker,2006,147.02,178.078,,1.58,Mandarin,New Line Cinema,Oct,8.1,0.9,Hit,84
Election material yard list.,Thriller,Alicia Lawrence,1997,211.624,226.526,143.0,9.6,German,Lionsgate,Mar,8.1,6.0,Hit,25
Myself law.,Romance,George Williams,2017,117.122,33.651,179.0,9.78,Spanish,Universal Pictures,Oct,3.5,9.4,Flop,86
Improve institution beautiful practice course.,Sci-Fi,Carol Diaz,2023,264.362,1680.0700000000002,126.0,1.15,Japanese,Disney,May,8.2,5.2,Flop,11
Bit institution drug college.,Horror,Tammy Gonzalez,2002,,495.292,85.0,4.09,Mandarin,Sony Pictures,Jul,4.6,2.5,Hit,3
Agree part say old.,Thriller,Elizabeth Mann,2014,285.489,437.9,134.0,4.66,German,Sony Pictures,Dec,9.1,5.4,Flop,33
Bad chance six our.,Sci-Fi,Heidi Ritter,2017,260.035,300.902,172.0,8.99,German,Disney,May,7.5,9.3,Hit,40
However different.,Comedy,Tammy Gonzalez,1994,6.79,390.257,141.0,5.78,Hindi,Universal Pictures,Sep,5.9,2.9,Hit,50
Town respond.,Horror,Randall Howe,2003,97.698,155.26999999999998,157.0,6.59,German,New Line Cinema,Feb,8.9,8.7,Flop,37
Forget reach likely television.,Drama,Jimmy Sosa,2012,93.236,342.49,115.0,7.3,Spanish,Fox,Dec,0.3,6.2,Flop,3
Run oil mission lose care.,Comedy,Marcus Chen,2004,51.393,350.341,141.0,3.87,Spanish,Sony Pictures,Jun,6.4,4.4,Hit,12
Understand institution stop.,Thriller,Dr. Brianna Wilson DDS,2002,245.575,446.644,107.0,8.7,Japanese,Universal Pictures,Apr,4.5,1.9,Hit,49
Partner manager those size.,Sci-Fi,Donna Richards,1998,117.45,718.42,103.0,8.56,German,New Line Cinema,Sep,4.6,7.5,Flop,96
Sister stay through now.,Horror,Kayla Mcconnell,2009,18.486,488.65999999999997,102.0,3.2,Mandarin,Universal Pictures,Mar,8.9,3.0,Hit,3
Successful subject also he.,Horror,Elizabeth Davis,2000,39.454,420.587,89.0,3.71,French,Warner Bros,Apr,6.6,5.5,Hit,69
Water finish kind own almost.,Thriller,Randy Lewis,1997,292.612,198.203,171.0,9.04,German,Disney,Dec,4.4,,Flop,67
Nothing of college character sure.,Sci-Fi,Carol Diaz,1994,206.052,1129.3899999999999,91.0,8.51,Japanese,Sony Pictures,Nov,2.6,,Flop,6
Pretty foot according more.,Sci-Fi,Dustin Mosley,2001,201.14,65.414,,8.11,Hindi,Sony Pictures,Jul,2.9,0.5,Flop,74
Various grow little.,Thriller,Jimmy Sosa,2023,230.178,378.753,141.0,5.55,French,Lionsgate,Apr,4.1,1.7,Hit,56
Less down animal.,Action,John Barnett,2005,162.985,21.9,161.0,4.95,Japanese,Paramount,Dec,7.2,2.5,Flop,43
Create though brother respond vote.,Drama,Emily Lewis DDS,1994,203.651,10.31,166.0,9.97,English,Sony Pictures,May,4.2,6.2,Flop,78
Produce budget.,Comedy,Kimberly Jimenez,2017,12.596,347.73,98.0,3.4,Spanish,Sony Pictures,Nov,1.1,9.7,Hit,78
Blue ten moment because.,Drama,Alicia Lawrence,1990,278.676,15.449,171.0,9.07,Hindi,Sony Pictures,Dec,6.7,8.2,Flop,72
Fill sit many.,Thriller,Alicia Lawrence,1999,146.912,12.562,146.0,1.93,Mandarin,Disney,Feb,7.2,1.2,Flop,98
But night.,Romance,Dustin Mosley,2014,27.744,48.775,91.0,9.08,French,Disney,May,1.8,2.8,Hit,15
Administration key why.,Action,Mrs. Katie Boone DDS,2000,212.984,86.965,127.0,5.98,French,Disney,Aug,5.0,0.9,Flop,4
Find outside natural simply quite.,Comedy,Alicia Lawrence,2022,67.124,287.854,102.0,2.13,English,Fox,Oct,3.8,3.1,Hit,34
Art fire case meeting environmental.,Thriller,Kayla Mcconnell,1996,232.655,881.61,80.0,8.67,French,Warner Bros,May,2.9,7.5,Flop,70
Customer vote all.,Action,Ruben Lynch,1996,227.848,392.274,150.0,3.72,English,Universal Pictures,Nov,4.7,2.0,Hit,64
Ok them.,Sci-Fi,Michael Miller,2008,239.565,102.37,84.0,4.95,Japanese,Universal Pictures,Mar,4.9,3.9,Flop,67
About difference house.,Romance,Joanne Harris,1998,228.169,3810.7999999999997,112.0,8.89,German,Sony Pictures,Jul,0.3,1.7,Hit,80
Visit anyone subject suddenly man.,Horror,Andrew Krause,2010,,494.228,84.0,9.15,Mandarin,New Line Cinema,Jul,5.0,0.2,Hit,67
Across use article Mrs pull.,Action,Randall Wilson,2019,24.402,21.013,98.0,1.53,Mandarin,Fox,Jul,9.9,3.9,Flop,39
Plant peace expert go yeah.,Romance,John Barnett,1991,23.898,1559.1599999999999,132.0,1.81,Mandarin,Lionsgate,Oct,5.9,9.2,Hit,71
Center someone Republican reality.,Comedy,Randy Lewis,2014,17.853,188.117,98.0,8.97,French,Fox,Mar,3.1,8.5,Hit,22
Necessary behavior.,Sci-Fi,George Williams,2016,198.339,67.598,128.0,7.86,German,Universal Pictures,Nov,7.3,0.6,Flop,45
Peace television.,Sci-Fi,Caleb Barnes,2000,90.686,18.038,98.0,3.08,German,Warner Bros,Feb,6.6,6.4,Flop,76
Tell page wish deep.,Romance,Kevin Sims,1998,265.327,772.88,171.0,6.56,French,Warner Bros,Jul,5.9,4.2,Flop,99
Financial indicate cut.,Thriller,Marcus Chen,2004,57.415,3682.7999999999997,135.0,6.94,Hindi,Warner Bros,Mar,7.6,8.0,Hit,36
Production partner.,Drama,Paul Watson,1991,195.439,395.594,95.0,5.04,Hindi,New Line Cinema,May,9.8,2.4,Hit,61
Cold culture.,Drama,Yvonne Reynolds,2016,111.533,65.643,143.0,1.39,Spanish,Warner Bros,Jun,0.4,1.7,Flop,39
Report simple institution.,Thriller,Joseph Swanson,1995,24.792,453.824,135.0,3.76,Japanese,Fox,Jan,2.6,0.3,Hit,98
Force task politics eight suggest.,Action,Jimmy Sosa,1990,5.96,105.655,107.0,4.53,Hindi,Disney,May,2.7,1.0,Hit,19
Stay all ok.,Horror,Alicia Lawrence,2014,272.57,27.716,,8.04,Japanese,Universal Pictures,Nov,9.4,6.6,Flop,52
Ask control.,Comedy,Michelle Wagner,2002,253.023,84.299,129.0,3.4,Mandarin,Lionsgate,Apr,6.7,4.9,Flop,72
Thing top first.,Comedy,Nancy Shah,2022,77.641,17.626,134.0,7.51,Japanese,Warner Bros,Jan,2.7,3.0,Flop,91
Much able.,Action,Caleb Barnes,2011,173.379,431.883,166.0,8.26,Japanese,Paramount,May,9.9,5.8,Hit,70
Vote loss up quickly.,Romance,Tammy Gonzalez,1998,127.671,262.4,116.0,1.25,Spanish,Paramount,Feb,0.1,9.1,Hit,1
Condition main participant.,Thriller,Tasha Reyes,1994,71.007,464.551,81.0,1.99,Hindi,Paramount,Dec,2.8,3.0,Hit,30
Accept gas light young.,Thriller,Alicia Lawrence,2019,224.07,166.543,82.0,3.42,Spanish,New Line Cinema,Oct,3.9,0.6,Flop,55
Dinner shake.,Comedy,Kimberly Jimenez,1993,,236.135,116.0,2.95,Spanish,Fox,Feb,8.7,0.6,Hit,41
Future rest.,Sci-Fi,Donna Richards,1991,246.473,944.2700000000001,119.0,9.28,German,Lionsgate,Dec,1.3,4.6,Flop,58
Program something ever meet himself.,Comedy,Randall Wilson,2009,217.78,734.08,131.0,4.68,German,Universal Pictures,May,2.2,7.6,Flop,81
Fear pretty around film.,Horror,Randall Wilson,2008,122.972,181.554,134.0,5.43,Spanish,Sony Pictures,Oct,6.4,1.1,Hit,78
Really shoulder discussion hit country.,Comedy,Nicholas Bates,2007,115.139,4150.9800000000005,86.0,5.31,English,Universal Pictures,Dec,4.2,1.1,Hit,84
Check Mrs notice customer.,Horror,Tammy Gonzalez,2012,6.904,59.575,161.0,5.15,German,Universal Pictures,Aug,6.1,,Hit,93
However hope human hospital.,Action,Joseph Moore,1991,259.671,400.094,110.0,4.38,Hindi,Lionsgate,Apr,6.7,3.8,Hit,100
Stay government have daughter.,Comedy,Yvonne Reynolds,2011,229.156,301.622,158.0,9.8,Hindi,Disney,Aug,6.7,8.9,Hit,50
Stand skin.,Action,Dustin Mosley,2007,144.748,42.817,84.0,1.61,French,Fox,Jun,8.1,2.0,Flop,63
Own themselves red really.,Horror,Randy Lewis,2023,197.952,479.055,92.0,6.09,Mandarin,Disney,Sep,7.5,5.9,Hit,24
Scientist picture stop current itself.,Thriller,Ashley Williams,2002,33.851,788.74,144.0,3.22,French,Fox,Sep,6.5,0.9,Hit,19
Across set easy.,Romance,Nicholas Bates,2007,,174.792,92.0,2.89,Hindi,Sony Pictures,Jan,0.0,5.8,Flop,4
It service.,Drama,Jimmy Sosa,2021,59.937,114.649,167.0,6.35,Hindi,Lionsgate,Jul,7.8,8.6,Hit,55
Able but store.,Thriller,Nicholas Bates,1994,28.136,232.035,153.0,1.45,Hindi,Fox,May,4.4,1.2,Hit,94
Tax American close.,Romance,Michelle Wagner,2022,104.125,434.737,145.0,9.6,English,Warner Bros,Jun,1.9,4.2,Hit,77
Candidate radio money thus wife.,Horror,Hayden Tyler,1998,86.052,19.282,138.0,1.3,Japanese,Disney,Mar,5.4,8.0,Flop,19
Through ever seek course.,Romance,Dustin Mosley,2013,125.597,43.952,,4.44,Japanese,Warner Bros,Jun,9.5,9.7,Flop,72
Program add executive step second.,Drama,Randall Wilson,2016,15.885,2035.83,104.0,8.64,Hindi,Sony Pictures,May,0.7,8.9,Hit,61
New nearly bad firm.,Action,Stephanie Alvarez,2002,128.057,1.199,109.0,8.5,Japanese,Sony Pictures,Jun,0.9,1.2,Flop,26
Reveal put.,Action,Maria Gilbert,2008,288.025,22.489,142.0,3.39,Spanish,Fox,Oct,2.3,0.5,Flop,31
Development after send.,Romance,Hayden Tyler,1998,194.632,386.037,122.0,4.28,Mandarin,Warner Bros,Sep,3.2,6.4,Hit,97
To rock as five civil.,Sci-Fi,Alicia Lawrence,2007,253.261,161.404,114.0,2.33,English,Sony Pictures,Jul,5.7,7.2,Flop,40
Impact thing art.,Comedy,Paul Watson,2018,120.266,345.215,105.0,7.13,Spanish,New Line Cinema,Dec,8.0,6.0,Hit,63
Like know story peace.,Comedy,Marcus Chen,1990,160.915,438.016,157.0,4.76,Mandarin,Lionsgate,Jul,3.0,4.7,Hit,76
Which especially federal world.,Drama,Paul Watson,2008,34.231,82.676,143.0,8.28,Japanese,Warner Bros,Mar,3.0,5.3,Hit,87
Activity around mouth probably challenge.,Drama,George Williams,2000,131.043,2952.59,113.0,1.24,Hindi,New Line Cinema,Apr,1.2,6.1,Hit,97
Myself almost amount parent choice.,Action,Dana Bryant,1992,66.611,164.993,93.0,9.07,Hindi,Lionsgate,Aug,4.3,5.7,Hit,91
Local rock coach security.,Thriller,Donna Richards,2015,295.424,248.037,134.0,6.46,German,Paramount,Feb,9.2,8.4,Flop,75
It consider article black.,Romance,Andrew Krause,2008,214.323,250.932,92.0,9.4,German,Universal Pictures,Feb,5.2,1.2,Hit,72
Between seek itself.,Horror,Elizabeth Mann,1998,14.639,2495.62,140.0,9.78,Mandarin,Lionsgate,Apr,8.8,2.9,Hit,58
Quite anything them.,Romance,Nancy Shah,2020,159.818,21.402,106.0,4.14,French,Paramount,Sep,3.7,7.1,Flop,85
Truth experience.,Action,Carol Diaz,1991,239.453,245.765,,6.65,Spanish,Sony Pictures,Sep,0.0,2.6,Hit,46
Officer ten keep.,Romance,Joanne Harris,2017,190.112,4815.950000000001,136.0,6.06,German,Warner Bros,Jun,1.5,3.6,Hit,15
Any station measure budget.,Sci-Fi,Caleb Barnes,2004,120.329,355.369,,8.26,English,Universal Pictures,Sep,0.9,0.5,Hit,90
Will well speak.,Drama,Randall Wilson,2015,110.14,288.365,143.0,2.04,German,Warner Bros,Sep,2.2,4.4,Hit,30
Describe artist.,Drama,Sean Sullivan,1996,195.236,403.557,157.0,3.48,French,Lionsgate,Nov,8.3,0.2,Hit,51
Administration hope some space seem.,Drama,Emily Lewis DDS,1990,277.855,93.785,99.0,8.89,Japanese,New Line Cinema,Jun,5.5,0.1,Flop,15
Play change summer low.,Drama,Maria Gilbert,2007,76.894,58.917,95.0,6.82,Spanish,Universal Pictures,Apr,5.5,,Flop,68
Describe pay section occur edge.,Romance,Randall Wilson,2004,115.186,484.66999999999996,147.0,3.32,French,Fox,Apr,4.3,5.6,Flop,56
Test represent bill.,Sci-Fi,Kevin Sims,2021,216.489,157.57999999999998,141.0,2.4,Mandarin,Lionsgate,May,5.9,,Flop,100
Inside almost modern no.,Comedy,Joseph Moore,2016,158.107,342.795,158.0,1.97,English,New Line Cinema,Feb,4.3,7.6,Hit,82
Range character.,Thriller,Maria Gilbert,1994,162.045,719.02,118.0,7.82,Spanish,Fox,Jul,1.6,7.9,Flop,75
Effect trade city guess.,Thriller,Alicia Lawrence,2015,223.125,410.454,121.0,1.11,English,New Line Cinema,Aug,1.3,4.4,Hit,35
Resource establish plan cover.,Romance,Kayla Mcconnell,1994,71.771,181.38,112.0,6.49,Mandarin,Disney,Nov,5.7,2.4,Hit,11
Hold research be poor current.,Thriller,Randall Wilson,1992,96.778,433.014,135.0,2.93,German,Warner Bros,May,4.5,6.1,Hit,21
Add collection knowledge hundred bag.,Comedy,Yvonne Reynolds,2006,282.173,247.477,139.0,9.01,German,Disney,Oct,6.5,0.9,Flop,69
How tax ten support.,Drama,Randall Wilson,2010,88.02,454.241,,2.13,Hindi,Warner Bros,Oct,0.7,2.8,Hit,60
Need administration.,Action,Tasha Reyes,1998,86.733,124.339,124.0,6.97,Japanese,Universal Pictures,Feb,2.9,5.4,Hit,43
Tv gas.,Thriller,Nancy Shah,1991,69.429,44.79,,1.89,French,Warner Bros,Sep,9.6,7.6,Flop,42
Adult girl plant.,Horror,Michelle Wagner,2023,15.947,43.912,81.0,9.72,German,Fox,Jun,7.4,3.5,Hit,95
Once create.,Action,Dana Bryant,2014,181.861,3154.4,115.0,5.25,English,Sony Pictures,Jul,4.9,2.1,Hit,58
Side know professor fall.,Drama,William Price,2024,260.19,19.99,106.0,9.67,German,Lionsgate,Aug,9.4,7.9,Flop,86
Inside note up.,Thriller,Danielle Potter,1999,244.694,495.761,103.0,5.41,French,New Line Cinema,Nov,1.4,9.1,Hit,86
Culture rock do last.,Action,Christine Gonzalez,2014,267.998,82.364,86.0,4.35,Hindi,Paramount,Jan,2.1,3.1,Flop,71
Expect message.,Horror,Mr. Brian Tucker,2012,76.53,385.435,131.0,7.72,Japanese,Fox,Apr,4.6,1.2,Hit,78
Situation recently writer threat.,Horror,Heidi Ritter,2023,214.453,183.607,165.0,9.0,English,Warner Bros,Nov,5.5,9.0,Flop,61
Page program.,Sci-Fi,Christine Gonzalez,2023,,343.093,154.0,4.62,Japanese,Universal Pictures,Oct,7.9,6.7,Hit,96
Thing them box forget.,Comedy,Debbie Howe,2015,,106.082,122.0,8.79,Hindi,Paramount,Jan,7.7,7.7,Flop,8
Teach out subject top.,Sci-Fi,Alicia Lawrence,2021,164.022,38.064,83.0,6.46,Mandarin,Sony Pictures,Jul,9.8,0.1,Flop,61
Support possible.,Drama,Maria Gilbert,2018,76.749,3229.64,129.0,8.8,English,Sony Pictures,Sep,0.6,,Hit,69
Wait course both television.,Drama,Danielle Potter,2023,8.148,82.376,91.0,5.76,Mandarin,Sony Pictures,Nov,0.8,9.3,Hit,76
Box environment condition stock hand.,Romance,Randy Lewis,1999,115.027,20.919,172.0,5.16,Hindi,Fox,Jan,3.4,8.9,Flop,33
Might office more size.,Thriller,Kayla Mcconnell,1994,179.688,857.97,153.0,9.75,Hindi,Fox,Jan,1.9,6.1,Flop,77
Follow up.,Thriller,George Williams,2016,149.018,251.331,179.0,3.43,Hindi,Fox,May,1.6,8.3,Hit,84
Care business education fight.,Action,Randall Howe,1993,49.601,443.391,133.0,4.88,German,Sony Pictures,Aug,1.4,7.9,Hit,34
Ever leader.,Sci-Fi,Marcus Chen,1994,99.355,342.87,168.0,4.1,French,Warner Bros,Jun,0.7,8.0,Hit,70
Age relationship attorney mind.,Sci-Fi,Yvonne Reynolds,1999,101.372,1718.6799999999998,,7.91,Mandarin,Lionsgate,Feb,1.9,3.0,Hit,65
Hard hard surface.,Horror,Tammy Gonzalez,2010,204.09,4341.24,171.0,9.19,Mandarin,Disney,Apr,8.4,8.4,Hit,91
To ahead story several million.,Thriller,Elizabeth Mann,1998,256.782,184.352,172.0,6.65,Mandarin,Sony Pictures,Dec,8.8,3.7,Flop,29
Record boy message.,Horror,Christine Gonzalez,1990,226.104,32.552,167.0,7.66,French,Universal Pictures,Aug,3.6,8.2,Flop,93
As son into off.,Thriller,Nicholas Bates,2011,28.186,228.781,91.0,9.71,French,Fox,Jul,2.4,9.2,Hit,17
Now it security thing positive.,Drama,Melissa Smith,1999,277.168,158.37,145.0,1.72,German,Disney,Apr,9.1,5.6,Flop,56
Consumer food offer property finish.,Horror,Jimmy Morton,2016,260.741,338.995,103.0,7.5,English,Paramount,Apr,7.3,,Hit,88
Term agree.,Thriller,Paul Watson,1993,,410.847,129.0,7.25,French,Universal Pictures,Jun,5.0,2.7,Hit,81
Great effect cup crime film.,Drama,Jimmy Morton,2024,74.103,432.703,131.0,9.06,French,Warner Bros,May,5.2,4.1,Hit,38
Oil local attack phone ago.,Action,John Barnett,2010,283.194,3345.76,140.0,5.1,Hindi,Disney,Nov,5.9,8.4,Hit,12
Girl continue suggest and financial.,Sci-Fi,Nicholas Bates,2023,,61.212,98.0,3.32,Spanish,Warner Bros,Mar,9.1,2.2,Flop,89
Out organization describe.,Drama,Yvonne Reynolds,2009,226.773,753.8599999999999,164.0,1.88,French,Disney,Apr,0.8,5.1,Flop,14
Election represent institution others.,Action,George Williams,2022,242.458,237.747,171.0,9.15,French,New Line Cinema,Dec,6.2,4.4,Flop,85
Area four brother Mrs.,Action,Randall Howe,2023,229.469,89.127,150.0,3.73,Japanese,Paramount,Mar,9.3,9.7,Flop,28
Usually other.,Comedy,Joseph Swanson,1997,192.258,40.167,143.0,3.75,Japanese,Paramount,Feb,6.0,1.9,Flop,27
Media later often commercial.,Comedy,Dustin Mosley,2009,123.546,33.877,119.0,3.42,Hindi,Lionsgate,May,9.5,6.2,Flop,87
Large exactly arrive let.,Romance,Elizabeth Davis,1998,145.292,184.097,,4.41,German,Fox,Apr,6.3,9.8,Hit,19
Or gun project.,Thriller,Heidi Ritter,2005,19.581,420.241,136.0,8.95,German,Lionsgate,Feb,0.3,,Hit,26
These though population start ahead.,Romance,Mrs. Katie Boone DDS,2011,81.296,293.429,,7.37,Spanish,New Line Cinema,Jul,3.9,7.7,Hit,83
Senior evening marriage.,Thriller,Tammy Gonzalez,2023,114.676,240.447,112.0,7.72,English,Disney,Apr,2.0,5.9,Hit,41
Collection her management concern read.,Romance,Christine Gonzalez,2010,234.069,308.099,178.0,5.44,Hindi,Lionsgate,Aug,6.3,,Hit,79
Door trade experience animal.,Action,Heidi Ritter,2023,151.291,200.686,,1.33,Japanese,Sony Pictures,Dec,4.5,,Hit,55
Young key natural mean on.,Horror,Joseph Moore,2020,76.961,389.793,176.0,8.51,French,Warner Bros,Jul,8.5,6.4,Hit,12
Feel little as.,Horror,Carol Diaz,2015,13.476,410.189,114.0,4.42,Japanese,Lionsgate,Sep,4.5,6.4,Hit,73
Else girl.,Sci-Fi,Heidi Ritter,1990,181.952,238.86,172.0,8.1,Hindi,Fox,Feb,6.0,5.6,Hit,52
See let.,Drama,Melissa Smith,2014,213.379,121.747,99.0,7.26,French,Paramount,Aug,6.0,,Flop,8
Black huge adult.,Romance,Randy Lewis,1998,236.252,72.934,95.0,3.39,Hindi,Lionsgate,Apr,10.0,8.1,Flop,39
Move against day part.,Horror,Yvonne Reynolds,2014,57.765,476.439,108.0,4.74,Hindi,Fox,Jul,8.7,1.4,Hit,16
Market put have matter.,Comedy,Tammy Gonzalez,2005,201.375,220.802,82.0,6.53,French,Lionsgate,May,3.5,9.5,Hit,7
Education rock seven rock.,Comedy,Randall Wilson,2010,265.618,239.684,106.0,3.73,Mandarin,Warner Bros,Mar,7.1,1.2,Flop,17
Weight all good other.,Sci-Fi,Nancy Shah,2014,274.502,166.058,165.0,4.98,Japanese,Sony Pictures,Aug,4.5,6.0,Flop,31
Establish nature girl.,Comedy,Heidi Ritter,2022,209.911,3727.4700000000003,129.0,6.93,Japanese,New Line Cinema,Feb,1.7,8.1,Hit,90
Responsibility suggest size.,Comedy,Mr. Brian Tucker,2003,197.51,15.399,125.0,5.37,German,Lionsgate,May,2.4,0.5,Flop,47
Others note.,Action,Randall Wilson,1998,,238.114,124.0,1.18,Spanish,Lionsgate,Dec,1.1,9.3,Hit,81
Require someone career.,Romance,Jimmy Morton,1996,228.182,39.101,134.0,6.35,Mandarin,Sony Pictures,Dec,8.8,7.1,Flop,28
Republican simple business piece.,Horror,Caleb Barnes,1995,196.487,180.42,117.0,5.65,Japanese,New Line Cinema,Oct,2.4,,Flop,37
Behavior however center relate.,Romance,Nancy Shah,2016,97.612,329.391,134.0,2.03,Hindi,New Line Cinema,Nov,8.9,8.2,Hit,72
Between expect involve worry.,Romance,Kayla Mcconnell,2019,171.442,108.184,,6.88,English,Paramount,Feb,8.5,0.6,Flop,67
Idea away popular quickly.,Action,Elizabeth Mann,2012,116.867,1029.89,177.0,1.54,German,Warner Bros,Dec,7.9,0.6,Flop,89
Season factor clearly rock.,Sci-Fi,Dr. Brianna Wilson DDS,2008,257.911,1047.1399999999999,,1.05,Japanese,Paramount,Oct,3.4,7.4,Flop,28
Operation end actually.,Comedy,Dustin Mosley,1999,227.826,32.012,128.0,7.57,Mandarin,Paramount,Nov,3.3,2.2,Flop,50
For report.,Romance,Andrew Krause,2007,239.322,200.286,119.0,3.16,English,New Line Cinema,Jan,0.6,3.6,Flop,53
Bed around yes decide.,Action,Melissa Smith,2019,61.694,39.653,,7.72,Japanese,Universal Pictures,Dec,0.6,9.1,Flop,29
Close better deep.,Comedy,Jimmy Sosa,1997,112.575,364.074,178.0,2.69,Spanish,Sony Pictures,Oct,0.6,,Hit,8
Address expect thousand high.,Horror,Ashley Williams,1997,,420.74,84.0,3.82,Spanish,Disney,Feb,3.5,7.4,Flop,30
Table interesting guess home tree.,Action,Randall Wilson,2019,115.725,411.446,,7.58,French,Lionsgate,Aug,9.0,6.6,Hit,85
Carry different growth.,Horror,Jimmy Morton,1992,147.687,61.518,120.0,1.67,Japanese,New Line Cinema,Nov,4.9,5.4,Flop,28
Sometimes trouble.,Romance,Michelle Wagner,1990,,229.961,90.0,5.58,French,Universal Pictures,Jan,3.6,7.5,Hit,49
Situation learn kitchen give.,Thriller,Maria Gilbert,2000,49.664,316.251,83.0,5.2,Spanish,Fox,Sep,9.3,7.3,Hit,97
Benefit front argue.,Comedy,Paul Watson,2009,251.856,232.805,142.0,2.36,Spanish,Sony Pictures,Jun,7.9,0.2,Flop,41
Money off else up.,Thriller,George Williams,1991,128.647,172.45999999999998,166.0,6.92,Hindi,Disney,Jun,7.8,1.7,Flop,11
Finish our.,Drama,Marcus Chen,2008,139.076,346.86,145.0,5.86,Hindi,Disney,Mar,9.2,5.6,Hit,53
Fine discussion wear major hair.,Drama,Jimmy Morton,2002,67.393,472.346,169.0,8.3,Japanese,Paramount,Jul,9.1,1.8,Hit,86
Week message research important hair.,Romance,Melissa Smith,2002,82.204,677.7800000000001,95.0,9.01,German,Fox,Jan,4.3,,Flop,17
Stock allow night box.,Comedy,Paul Watson,2019,132.612,310.713,171.0,8.02,Hindi,Lionsgate,Jan,9.9,9.6,Hit,77
Part environmental like campaign.,Thriller,Hayden Tyler,1993,189.245,116.779,116.0,6.57,French,Paramount,Jun,8.4,9.7,Flop,91
Might ok.,Sci-Fi,Alicia Lawrence,2002,63.796,312.415,101.0,4.72,English,Paramount,Nov,9.0,7.1,Hit,90
Finally natural task.,Drama,Tasha Reyes,2016,128.55,3043.87,103.0,1.93,Japanese,Universal Pictures,Nov,5.6,1.4,Hit,10
Cell may.,Sci-Fi,Ashley Williams,2018,,221.792,86.0,1.8,French,Paramount,Oct,7.6,3.8,Flop,12
Think face edge.,Romance,Kimberly Jimenez,1996,241.351,205.038,153.0,3.11,French,Fox,Nov,7.3,5.9,Flop,85
Party send.,Horror,Carmen Jackson,2020,47.66,537.46,146.0,5.48,Japanese,Sony Pictures,May,5.8,4.9,Hit,87
Under although wife within.,Thriller,Tasha Reyes,2018,112.468,5.614,126.0,2.89,French,Universal Pictures,Sep,5.8,9.6,Flop,13
Everybody such carry.,Drama,Mrs. Katie Boone DDS,2021,292.582,150.628,114.0,7.58,French,Lionsgate,Nov,0.2,7.8,Flop,16
Its wonder.,Horror,Marcus Chen,2020,27.779,2166.79,92.0,9.16,German,New Line Cinema,Mar,5.7,2.8,Hit,48
Black want those few theory.,Horror,Maria Gilbert,1994,144.328,34.246,102.0,9.73,Japanese,Warner Bros,Sep,1.2,3.1,Flop,49
We institution bed man surface.,Comedy,Christine Gonzalez,2002,27.807,58.696,100.0,6.7,French,Disney,Jan,0.2,9.8,Hit,4
I per moment.,Action,Danielle Potter,2001,251.637,88.989,84.0,9.84,Mandarin,Fox,Dec,3.5,2.9,Flop,75
About if wife include.,Horror,William Price,2013,159.989,165.013,152.0,6.38,Japanese,Lionsgate,Jul,2.1,4.5,Hit,59
Our nice.,Drama,Hayden Tyler,2000,201.618,4330.63,152.0,3.05,Hindi,New Line Cinema,Mar,7.1,9.2,Hit,29
Road person population crime.,Romance,Mrs. Katie Boone DDS,2002,127.585,244.892,81.0,8.03,Hindi,Fox,Jan,6.5,1.1,Hit,78
Boy whom fine ability reality.,Thriller,Kayla Mcconnell,2024,180.624,137.229,87.0,2.3,Japanese,Warner Bros,May,2.1,7.1,Flop,34
